Accident_ID,Location,Date,Time,Severity,Latitude,Longitude
43,Thamel,2024-11-21,06:52,Low,27.69749871180851,85.28258472189725
44,Ring Road,2024-02-21,12:30,Medium,27.694762053894443,85.31891531305814
45,New Road,2024-10-23,08:12,Medium,27.705631720581977,85.31826624711518
46,Koteshwor,2024-11-05,02:38,Low,27.691453882408283,85.30594198898706
47,Lazimpat,2024-06-22,17:52,High,27.712712693361407,85.30261606684275
48,Thamel,2024-07-14,08:32,High,27.697599667893,85.30642784668557
49,Lazimpat,2024-03-27,23:26,High,27.68150726601248,85.31161252733237
50,Koteshwor,2024-07-26,07:38,Low,27.69681942459933,85.3065446493209
51,Kalanki,2024-06-25,20:03,Low,27.708223805600262,85.29829134038727
52,New Road,2024-01-24,20:41,Low,27.682325536307108,85.29536289539806
53,Lazimpat,2024-12-15,10:48,Low,27.68076115004129,85.29573923811694
54,Thamel,2024-02-06,20:23,High,27.69797427026707,85.31790097914734
55,Maitighar,2024-11-03,23:24,Medium,27.71361907759536,85.30076424820868
56,Lazimpat,2024-08-03,10:40,Low,27.715937805865305,85.31605235219824
57,Ring Road,2024-01-31,14:55,Low,27.70467881197448,85.29564943339453
58,Maitighar,2024-12-28,05:08,Medium,27.712654585163133,85.29526086938905
59,New Road,2024-05-22,04:47,Medium,27.71949824872792,85.3023097128353
60,Maitighar,2024-08-12,08:21,High,27.69110745801949,85.3195798140071
61,Thamel,2024-11-02,02:20,Low,27.71733489608712,85.28222091910877
62,Koteshwor,2024-09-25,16:15,Low,27.712682585034194,85.30346722271074
63,Kalanki,2024-08-17,22:13,Low,27.714361988651024,85.30896264213301
64,Ring Road,2024-03-08,10:22,High,27.684231310521465,85.30313591975202
65,Thamel,2024-01-04,00:23,Medium,27.71251892109688,85.29820977756641
66,Maitighar,2024-07-22,18:25,Low,27.69179607451447,85.31697458541903
67,Kalanki,2024-08-23,12:27,Low,27.685692421250646,85.30377122595064
68,Koteshwor,2024-03-26,11:29,High,27.6801839004151,85.31107183590649
69,Maitighar,2024-04-03,19:46,High,27.713750499055827,85.31669703102837
70,Maitighar,2024-09-07,12:42,High,27.703383837597016,85.2937215632562
71,Kalanki,2024-06-21,09:41,High,27.714696089474067,85.30062918219029
72,Thamel,2024-06-09,15:24,Medium,27.6883720779246,85.2846157176378
73,Koteshwor,2024-08-30,05:30,Low,27.710117352097143,85.31216034105307
74,Durbar Marg,2024-09-13,17:09,High,27.71127395367456,85.31743928318198
75,Durbar Marg,2024-03-19,08:55,Low,27.68603261153589,85.31694578827756
76,Ring Road,2024-08-03,01:04,Low,27.6809605540758,85.30164510896918
77,Maitighar,2024-04-22,15:19,Low,27.71478538660625,85.29449171210203
78,Koteshwor,2024-10-14,07:10,Low,27.687936951182948,85.29386500872134
79,Maitighar,2024-03-09,20:15,High,27.70250718123186,85.28646073558828
80,Durbar Marg,2024-12-14,09:36,Medium,27.718106565987675,85.30592511378829
81,Lazimpat,2024-07-29,03:18,Medium,27.70896680071439,85.29137094149634
82,Maitighar,2024-07-24,12:01,Low,27.71948791700549,85.28696902156372
83,Lazimpat,2024-07-25,10:51,Medium,27.71304603616874,85.31207747146559
84,Koteshwor,2024-11-28,02:53,Medium,27.71649117124162,85.2973614090198
85,New Road,2024-09-04,20:27,Low,27.70355786111352,85.3067476639766
86,Ring Road,2024-04-06,03:03,High,27.71186383663901,85.29944646566895
87,Koteshwor,2024-08-18,02:03,High,27.680039109523992,85.31467301834053
88,New Road,2024-12-14,02:00,High,27.681633548559248,85.30120003585306
89,Durbar Marg,2024-04-01,08:52,Medium,27.68748452014168,85.28372661172028
90,Koteshwor,2024-05-29,05:30,High,27.700884569081627,85.30760594657433
91,Lazimpat,2024-05-30,00:25,Medium,27.707435418868503,85.2932501450489
92,Kalanki,2024-06-27,01:05,High,27.685875894490376,85.2929167968613
93,Ring Road,2024-09-19,13:31,High,27.692379190041265,85.29832067326988
94,Kalanki,2024-02-03,12:52,Low,27.70610969558713,85.28555064290612
95,Kalanki,2024-07-31,19:58,High,27.715091617947483,85.31447226590458
96,Kalanki,2024-03-07,15:24,Low,27.69468633902996,85.29277517966199
97,Kalanki,2024-05-16,19:50,Medium,27.705115308224617,85.30846771362428
98,Ring Road,2024-09-11,22:07,High,27.682922783237974,85.29602788724718
99,Lazimpat,2024-03-31,16:11,High,27.681924439782364,85.28433474798632
100,Maitighar,2024-10-08,03:39,Medium,27.69798288667969,85.28835135930609
101,Lazimpat,2024-01-10,08:49,Medium,27.6862,85.305948
102,Gongabu,2024-01-28,02:03,Medium,27.740195,85.293179
103,Satdobato,2024-12-24,21:39,High,27.732857,85.324081
104,Balaju,2024-11-16,20:24,Medium,27.705499,85.31585
105,Balaju,2024-12-29,09:04,Medium,27.735848,85.317626
106,Lazimpat,2024-03-02,20:21,High,27.705407,85.30408
107,Koteshwor,2024-11-29,11:08,Medium,27.716565,85.315227
108,Gongabu,2024-05-25,03:50,Low,27.715092,85.281183
109,Gongabu,2024-09-24,16:40,Low,27.698054,85.310453
110,Chabahil,2024-11-05,00:23,Medium,27.730131,85.311074
111,Lazimpat,2024-09-17,07:48,High,27.739893,85.306184
112,Gongabu,2024-01-02,00:35,Medium,27.706992,85.291644
113,Koteshwor,2024-10-03,23:59,High,27.748457,85.30346
114,Satdobato,2024-04-04,22:23,Medium,27.7254,85.320168
115,Koteshwor,2024-07-05,02:14,Medium,27.695555,85.318566
116,New Road,2024-03-27,18:40,Medium,27.735872,85.320582
117,Koteshwor,2024-08-02,13:28,Medium,27.726578,85.286133
118,Baneshwor,2024-10-29,01:26,Low,27.720252,85.309655
119,Gongabu,2024-04-02,17:38,Low,27.681053,85.281334
120,Lazimpat,2024-01-29,01:40,Low,27.711728,85.327623
121,Baneshwor,2024-10-20,04:00,Low,27.684357,85.301713
122,New Road,2024-08-19,11:27,Low,27.725048,85.284439
123,Gongabu,2024-03-12,23:24,High,27.702458,85.294782
124,Baneshwor,2024-10-13,13:47,High,27.710706,85.324628
125,New Road,2024-02-20,02:29,Low,27.734048,85.329308
126,Chabahil,2024-08-31,01:27,Low,27.729178,85.320298
127,Gongabu,2024-12-23,13:11,Low,27.717428,85.28215
128,New Road,2024-05-02,05:31,High,27.694153,85.289136
129,Satdobato,2024-08-21,13:05,High,27.700258,85.315256
130,New Road,2024-08-08,16:55,Medium,27.726913,85.296895
131,Lazimpat,2024-01-06,10:07,High,27.688015,85.303925
132,Chabahil,2024-03-13,14:53,Medium,27.699858,85.327134
133,Koteshwor,2024-01-30,12:45,Low,27.685257,85.28949
134,New Road,2024-05-13,13:21,Medium,27.724131,85.316373
135,Gongabu,2024-11-13,06:36,Medium,27.733575,85.301344
136,Gongabu,2024-12-03,14:00,Low,27.733683,85.303668
137,Balaju,2024-06-15,20:44,Low,27.694962,85.314703
138,Chabahil,2024-04-05,21:39,High,27.732713,85.29267
139,Gongabu,2024-07-22,12:12,Medium,27.744507,85.280255
140,Chabahil,2024-05-21,23:50,Medium,27.734866,85.323476
141,Baneshwor,2024-02-07,01:04,Low,27.740999,85.307742
142,Balaju,2024-02-12,14:57,High,27.735864,85.297458
143,Baneshwor,2024-05-09,14:27,Medium,27.684995,85.307512
144,Koteshwor,2024-07-21,21:15,High,27.723261,85.311272
145,Lazimpat,2024-10-26,23:37,Low,27.713982,85.304738
146,Balaju,2024-11-30,08:20,Low,27.685791,85.304765
147,Chabahil,2024-12-16,21:44,High,27.702021,85.311121
148,Chabahil,2024-03-18,00:12,Medium,27.723351,85.308539
149,Satdobato,2024-06-14,17:17,Medium,27.735858,85.309213
150,Gongabu,2024-08-12,01:14,High,27.68388,85.304262
151,Gongabu,2024-07-30,15:35,High,27.698495,85.307478
152,Baneshwor,2024-06-16,18:54,High,27.683784,85.304551
153,Satdobato,2024-04-20,06:42,Low,27.723106,85.28712
154,Baneshwor,2024-08-08,22:42,Low,27.697728,85.31925
155,Koteshwor,2024-01-14,12:33,Low,27.696104,85.318014
156,New Road,2024-12-14,03:14,Low,27.740671,85.288341
157,Gongabu,2024-06-30,20:44,High,27.730251,85.318973
158,Baneshwor,2024-07-11,23:54,High,27.722338,85.305664
159,Balaju,2024-01-08,00:32,Low,27.733085,85.300491
160,Satdobato,2024-06-08,16:23,Low,27.741874,85.29348
161,Lazimpat,2024-10-23,17:36,High,27.690715,85.290444
162,Baneshwor,2024-10-20,10:53,Medium,27.704837,85.30384
163,Baneshwor,2024-03-07,10:21,High,27.744103,85.280873
164,Lazimpat,2024-09-30,01:02,Low,27.682393,85.309936
165,New Road,2024-06-22,23:50,Low,27.689804,85.302988
166,Baneshwor,2024-02-15,05:14,Low,27.737938,85.28019
167,Chabahil,2024-06-07,20:36,Medium,27.741903,85.296502
168,Gongabu,2024-09-03,01:12,High,27.737101,85.282704
169,Chabahil,2024-07-01,06:29,High,27.726737,85.321861
170,Gongabu,2024-06-22,10:26,Low,27.695772,85.318947
171,Lazimpat,2024-07-25,11:37,Medium,27.725015,85.314129
172,New Road,2024-01-30,21:38,High,27.724982,85.304959
173,Koteshwor,2024-10-02,18:38,Medium,27.709188,85.314484
174,Satdobato,2024-03-04,11:52,Low,27.731399,85.285495
175,Baneshwor,2024-10-31,12:30,High,27.689543,85.289434
176,Chabahil,2024-11-30,07:31,Medium,27.685331,85.32073
177,Baneshwor,2024-12-06,22:19,High,27.716096,85.281906
178,Balaju,2024-01-08,23:24,Low,27.739103,85.283674
179,Balaju,2024-01-20,22:51,High,27.68697,85.311171
180,Balaju,2024-09-14,10:27,High,27.707088,85.304709
181,Koteshwor,2024-10-28,21:17,Medium,27.747761,85.281739
182,New Road,2024-11-24,03:20,Medium,27.746444,85.299719
183,New Road,2024-09-30,04:29,High,27.737009,85.325833
184,New Road,2024-04-29,04:25,Low,27.70593,85.28951
185,Lazimpat,2024-07-13,07:18,High,27.733679,85.309069
186,Satdobato,2024-05-21,14:48,High,27.73109,85.312225
187,New Road,2024-01-26,21:01,High,27.689461,85.291382
188,Koteshwor,2024-04-10,00:33,Medium,27.727677,85.292639
189,Balaju,2024-09-26,05:26,Medium,27.707965,85.309059
190,Balaju,2024-12-12,21:15,Medium,27.733964,85.2825
191,Chabahil,2024-07-13,06:45,High,27.700815,85.286258
192,Baneshwor,2024-01-07,20:46,Medium,27.705686,85.327958
193,Satdobato,2024-05-26,08:50,Low,27.707385,85.295306
194,New Road,2024-09-19,21:06,Low,27.71793,85.288774
195,Baneshwor,2024-03-25,01:43,High,27.681383,85.315521
196,Balaju,2024-06-03,00:51,Low,27.733824,85.30283
197,New Road,2024-10-27,05:59,Medium,27.732954,85.313723
198,New Road,2024-05-08,19:04,Low,27.704546,85.280156
199,New Road,2024-05-05,13:27,Low,27.691725,85.315602
200,New Road,2024-12-03,13:58,Low,27.738594,85.329225
201,Satdobato,2024-06-23,21:37,High,27.692639,85.29247
202,Chabahil,2024-01-04,19:51,Low,27.699631,85.297527
203,Satdobato,2024-12-22,03:05,Low,27.722248,85.291925
204,Koteshwor,2024-12-23,17:09,Low,27.704289,85.280213
205,Baneshwor,2024-11-19,23:15,Low,27.738986,85.289206
206,New Road,2024-02-06,08:15,Low,27.741624,85.286234
207,Gongabu,2024-12-16,22:19,High,27.683918,85.305176
208,Satdobato,2024-04-25,16:06,Low,27.687656,85.323929
209,Gongabu,2024-10-31,22:13,High,27.737939,85.323029
210,Gongabu,2024-03-12,12:49,Medium,27.720469,85.294475
211,Chabahil,2024-04-21,10:33,Medium,27.733102,85.283417
212,Gongabu,2024-03-28,05:04,Low,27.746519,85.295244
213,Lazimpat,2024-02-08,00:48,Low,27.700446,85.30844
214,Koteshwor,2024-07-28,15:22,Low,27.711424,85.324648
215,Chabahil,2024-05-10,13:14,Low,27.737597,85.310605
216,Balaju,2024-12-17,23:00,High,27.701236,85.303058
217,Gongabu,2024-08-21,21:04,Medium,27.727152,85.28988
218,Baneshwor,2024-10-07,01:11,High,27.681455,85.311248
219,Koteshwor,2024-11-23,01:29,Low,27.706786,85.303683
220,Gongabu,2024-06-23,04:32,High,27.713184,85.319719
221,Lazimpat,2024-08-23,12:30,Low,27.681654,85.309382
222,Satdobato,2024-07-16,09:47,Low,27.700624,85.293298
223,Koteshwor,2024-06-04,03:37,Low,27.71541,85.322488
224,New Road,2024-08-23,00:36,High,27.723477,85.319333
225,Balaju,2024-01-25,18:10,Low,27.684954,85.297586
226,Gongabu,2024-08-29,09:34,High,27.715081,85.307763
227,Chabahil,2024-11-16,16:43,Low,27.746385,85.323513
228,Chabahil,2024-11-16,13:14,Low,27.725673,85.293686
229,Baneshwor,2024-06-23,10:36,Medium,27.727382,85.307025
230,Balaju,2024-08-21,20:49,Low,27.732045,85.293344
231,Koteshwor,2024-09-29,03:08,Low,27.728085,85.306323
232,Koteshwor,2024-05-06,12:19,High,27.690213,85.284386
233,Lazimpat,2024-12-05,07:52,Low,27.736539,85.318538
234,New Road,2024-07-13,10:09,High,27.747217,85.315406
235,Satdobato,2024-12-04,13:52,High,27.708763,85.293442
236,Balaju,2024-10-03,06:05,Medium,27.683832,85.313773
237,Chabahil,2024-08-19,08:56,Medium,27.686899,85.293937
238,Lazimpat,2024-03-22,01:53,Medium,27.701548,85.326623
239,Gongabu,2024-03-09,03:47,Medium,27.690999,85.287246
240,Satdobato,2024-09-10,12:30,Medium,27.693162,85.311413
241,New Road,2024-03-11,15:26,High,27.715465,85.320318
242,Chabahil,2024-04-29,13:53,Medium,27.688117,85.300076
243,Satdobato,2024-05-10,19:34,Low,27.706304,85.313777
244,Baneshwor,2024-02-12,15:46,High,27.68232,85.319367
245,Lazimpat,2024-04-29,23:31,High,27.726459,85.31032
246,Satdobato,2024-04-30,09:31,Medium,27.72227,85.317005
247,Chabahil,2024-03-26,01:06,Medium,27.738883,85.286893
248,Lazimpat,2024-05-27,06:08,High,27.715665,85.297093
249,Balaju,2024-11-01,22:14,High,27.688567,85.295646
250,Lazimpat,2024-08-22,15:57,High,27.74746,85.302293
251,Baneshwor,2024-08-19,03:54,High,27.681393,85.306203
252,Lazimpat,2024-01-06,20:11,Low,27.749862,85.286197
253,Baneshwor,2024-07-29,00:27,Low,27.735455,85.302464
254,Chabahil,2024-06-20,22:37,Low,27.739147,85.327014
255,Baneshwor,2024-08-28,20:45,High,27.749791,85.304372
256,Baneshwor,2024-03-27,17:49,Low,27.73994,85.294475
257,New Road,2024-08-19,14:33,Medium,27.727904,85.294464
258,Gongabu,2024-01-25,11:43,High,27.725743,85.31381
259,Gongabu,2024-02-10,23:04,Low,27.749549,85.329819
260,Satdobato,2024-04-23,22:46,Low,27.737218,85.299764
261,Gongabu,2024-08-20,22:25,High,27.705546,85.320323
262,Baneshwor,2024-06-15,07:17,High,27.681688,85.32795
263,Satdobato,2024-05-04,06:41,Low,27.680364,85.281796
264,Gongabu,2024-01-22,19:55,Low,27.718578,85.311632
265,New Road,2024-06-14,21:46,High,27.711286,85.288666
266,Chabahil,2024-07-05,13:30,Medium,27.701746,85.303422
267,Satdobato,2024-10-16,06:43,Medium,27.748919,85.317358
268,New Road,2024-07-21,22:47,High,27.702465,85.290738
269,Balaju,2024-12-17,08:55,High,27.732247,85.32928
270,Chabahil,2024-02-20,12:55,High,27.702016,85.300615
271,Satdobato,2024-01-31,09:03,Medium,27.683623,85.285618
272,Chabahil,2024-02-08,09:22,High,27.717152,85.308496
273,Balaju,2024-06-28,18:41,Medium,27.742334,85.30381
274,Gongabu,2024-06-17,19:43,Low,27.736225,85.316714
275,Gongabu,2024-08-21,13:42,High,27.743735,85.301308
276,Koteshwor,2024-02-12,14:46,Low,27.733454,85.283924
277,Chabahil,2024-11-18,09:30,High,27.681984,85.310329
278,Baneshwor,2024-06-19,09:11,Medium,27.698478,85.309555
279,Baneshwor,2024-07-28,11:16,Medium,27.710021,85.329134
280,Satdobato,2024-02-09,17:38,Low,27.697362,85.293665
281,Chabahil,2024-03-16,07:00,Low,27.716556,85.306609
282,Balaju,2024-09-04,05:44,Medium,27.682358,85.305803
283,Gongabu,2024-10-19,08:01,Medium,27.749237,85.320695
284,Baneshwor,2024-02-08,21:54,High,27.732463,85.30066
285,New Road,2024-01-19,20:01,High,27.698411,85.291982
286,Balaju,2024-12-27,03:24,Medium,27.71458,85.290754
287,Balaju,2024-10-17,21:40,Medium,27.723186,85.280455
288,Chabahil,2024-07-07,07:16,Low,27.747647,85.290855
289,Koteshwor,2024-01-17,16:42,Low,27.71347,85.320223
290,New Road,2024-05-16,17:36,Low,27.695798,85.323645
291,Koteshwor,2024-09-09,22:13,Medium,27.704647,85.323422
292,Koteshwor,2024-01-02,14:36,Low,27.722982,85.320313
293,Koteshwor,2024-05-19,05:41,Medium,27.729589,85.292206
294,Koteshwor,2024-08-02,02:20,High,27.744954,85.306351
295,Chabahil,2024-04-12,17:53,High,27.739345,85.298225
296,Gongabu,2024-09-16,18:06,High,27.68699,85.302019
297,Gongabu,2024-08-21,13:52,Medium,27.737592,85.297827
298,Balaju,2024-08-17,09:46,Medium,27.713522,85.294839
299,New Road,2024-10-14,15:03,High,27.731356,85.314862
300,Chabahil,2024-07-23,08:14,Low,27.728218,85.282248
301,Chabahil,2025-03-09,14:00,High,27.72318,85.295501
302,Koteshwor,2024-12-21,01:01,High,27.736173,85.311438
303,Thamel,2024-03-17,20:04,Medium,27.69758,85.300471
304,Koteshwor,2025-05-11,05:06,High,27.693113,85.284357
305,Ring Road,2025-06-05,04:18,High,27.747638,85.28239
306,Kalanki,2024-11-17,10:46,High,27.715553,85.322185
307,New Road,2024-01-10,23:53,Medium,27.723949,85.287998
308,Kalanki,2024-08-28,04:15,High,27.740873,85.313189
309,Balaju,2024-10-06,11:53,Low,27.749114,85.291061
310,Kalanki,2025-04-30,07:18,High,27.735522,85.299349
311,Chabahil,2024-09-18,14:37,Low,27.693596,85.322805
312,Kalanki,2025-01-14,16:16,High,27.737793,85.321151
313,Satdobato,2025-05-05,01:29,High,27.725632,85.298589
314,Gongabu,2024-03-17,10:30,High,27.698746,85.306038
315,Chabahil,2025-06-05,01:35,High,27.724571,85.329403
316,Chabahil,2024-08-11,11:53,Medium,27.702582,85.302502
317,Thamel,2024-10-18,07:47,Medium,27.737338,85.321049
318,Satdobato,2024-08-28,00:13,Medium,27.686153,85.302392
319,Lazimpat,2024-06-19,11:32,Medium,27.708912,85.325008
320,Koteshwor,2024-04-16,15:00,Low,27.694226,85.284723
321,Baneshwor,2025-02-05,20:46,Low,27.687237,85.323147
322,Kalanki,2024-07-16,00:04,Low,27.723064,85.311339
323,Chabahil,2024-05-19,16:05,Medium,27.725362,85.30748
324,Lazimpat,2024-10-03,18:02,Low,27.693596,85.306665
325,Lazimpat,2024-05-28,06:07,Medium,27.745172,85.283788
326,Durbar Marg,2024-10-24,16:48,Medium,27.738154,85.28118
327,Ring Road,2025-04-11,17:07,Medium,27.716252,85.308198
328,Chabahil,2024-12-20,05:33,Medium,27.688165,85.316021
329,Durbar Marg,2024-10-20,22:14,Low,27.681257,85.309371
330,New Road,2024-01-16,17:07,High,27.70763,85.289189
331,Koteshwor,2024-06-30,09:55,Low,27.704456,85.29119
332,Baneshwor,2024-03-21,10:32,Low,27.734327,85.31942
333,Koteshwor,2024-07-03,23:47,Medium,27.7287,85.300113
334,Kalanki,2024-10-16,19:59,Medium,27.692421,85.298583
335,Lazimpat,2024-02-06,15:06,Low,27.746248,85.299175
336,Satdobato,2024-02-23,21:03,Medium,27.697464,85.329224
337,Lazimpat,2025-02-19,16:06,High,27.710254,85.320089
338,Thamel,2024-10-06,16:48,High,27.70151,85.293063
339,Balaju,2024-05-04,12:36,Low,27.746377,85.290415
340,Koteshwor,2024-09-21,17:30,Low,27.736307,85.304173
341,Balaju,2025-05-11,01:25,High,27.729447,85.327494
342,Maitighar,2025-02-23,15:55,Low,27.717023,85.321506
343,Balaju,2025-03-29,17:44,High,27.743532,85.320529
344,New Road,2025-02-23,03:28,Low,27.736062,85.283875
345,Baneshwor,2024-08-03,14:28,Low,27.74527,85.2973
346,Baneshwor,2024-03-19,07:12,Medium,27.686358,85.312062
347,Ring Road,2024-11-07,07:13,Medium,27.689699,85.295704
348,Maitighar,2025-01-06,02:58,Medium,27.730582,85.317663
349,Durbar Marg,2024-10-27,06:51,Low,27.717165,85.297955
350,Satdobato,2024-02-09,23:17,Low,27.707604,85.291205
351,Chabahil,2025-02-06,23:51,Medium,27.68848,85.303553
352,Gongabu,2025-04-02,01:06,Medium,27.71422,85.327231
353,Koteshwor,2025-04-14,09:24,Medium,27.723544,85.314936
354,New Road,2024-07-06,01:36,Medium,27.737476,85.289369
355,Ring Road,2024-03-11,15:03,High,27.740924,85.30759
356,Balaju,2025-05-16,16:45,Low,27.690338,85.315899
357,Thamel,2024-09-02,02:59,High,27.748742,85.28387
358,Ring Road,2025-04-04,04:39,Low,27.682072,85.284419
359,Lazimpat,2024-10-14,19:08,Medium,27.724518,85.313118
360,Chabahil,2024-05-19,18:36,High,27.719007,85.300595
361,Lazimpat,2024-01-25,17:31,High,27.735203,85.282369
362,Kalanki,2025-02-05,02:25,High,27.681915,85.305189
363,Durbar Marg,2025-04-29,13:49,High,27.695688,85.292194
364,Chabahil,2025-02-03,07:02,High,27.684503,85.293912
365,Durbar Marg,2024-08-07,22:40,Medium,27.686942,85.322601
366,Baneshwor,2024-02-14,00:04,Medium,27.734912,85.319475
367,Satdobato,2024-07-28,10:08,Low,27.740929,85.282193
368,New Road,2024-12-16,15:54,Medium,27.71727,85.285378
369,Thamel,2024-04-12,01:14,Low,27.736651,85.314337
370,Koteshwor,2025-04-12,20:16,High,27.737548,85.281965
371,Kalanki,2024-11-05,02:48,Medium,27.739134,85.295361
372,New Road,2024-01-10,07:22,Medium,27.744156,85.313229
373,Baneshwor,2024-11-05,12:30,High,27.726351,85.286492
374,Koteshwor,2025-02-05,21:27,High,27.69362,85.315313
375,Kalanki,2025-05-20,03:46,High,27.68158,85.316073
376,Kalanki,2024-01-07,10:37,Medium,27.682418,85.329338
377,Balaju,2024-08-14,14:03,Medium,27.703048,85.284887
378,Lazimpat,2024-10-28,20:34,Medium,27.721895,85.282491
379,Satdobato,2025-04-10,10:24,High,27.737511,85.300618
380,Satdobato,2024-04-16,15:32,Medium,27.720471,85.281178
381,Koteshwor,2024-03-24,01:49,High,27.748332,85.316636
382,Ring Road,2024-10-17,07:39,Medium,27.688639,85.283361
383,Maitighar,2024-04-22,20:54,High,27.712261,85.310905
384,New Road,2024-01-23,09:10,Low,27.726077,85.309305
385,New Road,2024-09-22,09:30,High,27.708575,85.285861
386,Durbar Marg,2024-07-03,18:26,High,27.684876,85.317236
387,Chabahil,2025-02-13,06:16,Medium,27.683728,85.306708
388,Lazimpat,2024-12-21,15:30,Low,27.701907,85.287731
389,Durbar Marg,2025-05-02,18:34,Medium,27.706663,85.308384
390,Thamel,2024-06-25,05:09,High,27.683917,85.327806
391,Thamel,2024-03-04,07:35,Medium,27.71155,85.293154
392,Lazimpat,2024-03-26,09:25,Low,27.701211,85.306786
393,Balaju,2024-12-16,16:55,High,27.70611,85.297302
394,Balaju,2025-04-03,09:54,Low,27.686926,85.294992
395,Lazimpat,2025-01-24,15:37,Low,27.694493,85.306777
396,Maitighar,2024-04-22,10:25,High,27.728927,85.311705
397,Chabahil,2024-05-03,00:19,High,27.712303,85.305303
398,Kalanki,2024-08-16,01:03,High,27.692463,85.313973
399,Chabahil,2024-05-26,23:27,High,27.703443,85.299803
400,Balaju,2024-11-29,17:41,Medium,27.706479,85.308338
401,Koteshwor,2024-12-30,06:27,Medium,27.694247,85.322614
402,New Road,2024-10-09,13:56,Medium,27.739662,85.295167
403,Koteshwor,2024-09-15,16:01,Medium,27.733349,85.326171
404,Balaju,2024-04-18,09:06,Low,27.717695,85.321774
405,Lazimpat,2024-02-19,15:45,High,27.717639,85.280851
406,Thamel,2024-08-07,07:48,Low,27.7174,85.313109
407,Satdobato,2024-08-27,17:50,Low,27.733321,85.287094
408,Balaju,2024-09-04,14:37,Low,27.7114,85.30986
409,Satdobato,2024-06-01,10:04,Low,27.69988,85.285373
410,Chabahil,2025-01-08,20:26,High,27.694929,85.30408
411,Gongabu,2024-01-20,19:48,Low,27.74648,85.32236
412,Balaju,2024-05-02,08:36,Medium,27.745927,85.299808
413,Durbar Marg,2024-03-26,12:17,High,27.697656,85.298409
414,Kalanki,2024-01-23,11:27,High,27.702612,85.289126
415,Gongabu,2024-04-04,13:04,Medium,27.70273,85.283116
416,Durbar Marg,2024-06-12,15:45,Low,27.705504,85.284821
417,Kalanki,2024-10-26,13:16,Medium,27.730567,85.298754
